GeneNames	knockout	wt	log2fc	log2(Fold_change) normalized	z-score	p-value	q-value	q-value(Storey et al. 2003)	Signature(p-value < 0.001)
XOO2715	3236	2976	0.120837081	0.135072276	3.689626436	0.000224584	0.000758514	0.000266624	TRUE
XOO4217	68	32	1.087462841	1.101698036	3.68802027	0.000226006	0.000762674	0.000268086	TRUE
XOO3372	1066	912	0.225101709	0.239336903	3.684020142	0.000229584	0.000774098	0.000272102	TRUE
XOO1136	690	566	0.285794309	0.300029503	3.676480308	0.000236474	0.000796659	0.000280032	TRUE
XOO0415	17	2	3.087462841	3.101698036	3.670985864	0.000241617	0.000813301	0.000285882	TRUE
XOO2127	833	999	-0.262168182	-0.247932988	-3.670765778	0.000241825	0.000813319	0.000285888	TRUE
XOO4625	1055	1242	-0.235422175	-0.22118698	-3.668489193	0.000243988	0.000819906	0.000288102	TRUE
XOO1851	464	588	-0.34169135	-0.327456155	-3.668364784	0.000244107	0.000819618	0.000288102	TRUE
XOO4823	86	45	0.934411658	0.948646853	3.667323986	0.000245102	0.000822272	0.000289035	TRUE
XOO3587	7725	8267	-0.097828954	-0.083593759	-3.666867202	0.00024554	0.000823052	0.00028931	TRUE
XOO0801	861	723	0.25201759	0.266252785	3.665992797	0.000246381	0.00082518	0.000290058	TRUE
XOO4503	66	116	-0.813586876	-0.799351681	-3.664855967	0.000247478	0.000828162	0.000291106	TRUE
XOO3633	115	179	-0.638325726	-0.624090532	-3.66401568	0.000248292	0.000830193	0.000291819	TRUE
XOO0980	72	35	1.040641984	1.054877179	3.663264305	0.000249021	0.000831939	0.000292433	TRUE
XOO0275	202	285	-0.496606626	-0.482371432	-3.662339796	0.000249922	0.000834253	0.000293247	TRUE
XOO2336	1312	1143	0.198942316	0.213177511	3.657004848	0.00025518	0.000851094	0.000299166	TRUE
XOO1472	1249	1084	0.20440872	0.218643915	3.656121916	0.00025606	0.000853319	0.000299949	TRUE
XOO1951	164	239	-0.543314803	-0.529079609	-3.648857107	0.00026341	0.000877084	0.000308302	TRUE
XOO2967	3679	4037	-0.133969911	-0.119734716	-3.645185868	0.000267199	0.000888962	0.000312416	TRUE
XOO2418	1047	896	0.224690805	0.238925999	3.64502339	0.000267367	0.000888786	0.000312416	TRUE
XOO1293	284	381	-0.423900068	-0.409664873	-3.641858612	0.000270677	0.000899041	0.00031602	TRUE
XOO2108	399	306	0.382857094	0.397092288	3.638311085	0.000274432	0.000910759	0.000320139	TRUE
XOO1139	1234	1071	0.204383914	0.218619109	3.633697371	0.000279389	0.000926442	0.000325652	TRUE
XOO1873	80	41	0.96437609	0.978611285	3.629905688	0.000283525	0.000939381	0.0003302	TRUE
XOO3716	620	504	0.298844482	0.313079676	3.628342199	0.000285247	0.000944307	0.000331931	TRUE
XOO4325	228	315	-0.466318004	-0.45208281	-3.627513898	0.000286163	0.000946559	0.000332723	TRUE
XOO3012	60	27	1.152003093	1.166238288	3.62644966	0.000287345	0.000949683	0.000333821	TRUE
XOO4020	167	242	-0.535158945	-0.52092375	-3.620201154	0.000294374	0.000972113	0.000341706	TRUE
XOO0728	584	721	-0.30403089	-0.289795696	-3.61853141	0.00029628	0.000977601	0.000343634	TRUE
XOO2485	267	192	0.475733431	0.489968626	3.613670534	0.000301893	0.000995302	0.000349857	TRUE
XOO2885	123	188	-0.612074346	-0.597839152	-3.613454898	0.000302144	0.000995312	0.00034986	TRUE
XOO3194	67	32	1.06608919	1.080324385	3.603100322	0.000314444	0.001034981	0.000363804	TRUE
XOO3760	261	353	-0.435618377	-0.421383182	-3.598429093	0.000320145	0.001052881	0.000370096	TRUE
XOO2521	138	206	-0.57797607	-0.563740876	-3.587894583	0.000333359	0.00109544	0.000385056	TRUE
XOO3671	17	45	-1.404390255	-1.39015506	-3.583384629	0.000339171	0.001113624	0.000391448	TRUE
XOO1289	369	281	0.393050686	0.40728588	3.582330252	0.000340543	0.001117215	0.00039271	TRUE
XOO3993	2291	2076	0.142171015	0.15640621	3.581093167	0.00034216	0.001121601	0.000394252	TRUE
XOO0754	184	123	0.581047451	0.595282645	3.578709114	0.000345296	0.001130956	0.00039754	TRUE
XOO1584	457	577	-0.336377154	-0.322141959	-3.578205521	0.000345961	0.001132212	0.000397981	TRUE
XOO4005	670	815	-0.282638964	-0.268403769	-3.576479108	0.000348253	0.001138782	0.000400291	TRUE
XOO0148	607	745	-0.295543909	-0.281308714	-3.575808717	0.000349147	0.001140774	0.000400991	TRUE
YXOOp01	47	89	-0.921144579	-0.906909385	-3.574810152	0.000350482	0.001144204	0.000402197	TRUE
XOO0447	2776	3078	-0.148985664	-0.134750469	-3.572291837	0.000353871	0.001154327	0.000405755	TRUE
XOO3327	253	181	0.483147688	0.497382882	3.56629281	0.000362067	0.001180102	0.000414815	TRUE
XOO0958	620	506	0.293130831	0.307366025	3.56565474	0.000362949	0.001182016	0.000415488	TRUE
XOO2299	632	772	-0.288676289	-0.274441094	-3.555406035	0.000377396	0.001228068	0.000431676	TRUE
XOO4018	78	130	-0.736965594	-0.7227304	-3.554718117	0.000378385	0.001230287	0.000432456	TRUE
XOO2763	756	909	-0.26589406	-0.251658865	-3.551797707	0.000382609	0.001243014	0.000436929	TRUE
XOO0215	343	259	0.405256478	0.419491673	3.549796225	0.000385529	0.001251488	0.000439908	TRUE
XOO1088	1748	1983	-0.181979493	-0.167744298	-3.548481173	0.00038746	0.001256736	0.000441753	TRUE
XOO2736	187	126	0.569614536	0.583849731	3.545494014	0.000391878	0.001270039	0.000446429	TRUE
XOO2099	270	362	-0.42303029	-0.408795095	-3.542878616	0.000395785	0.001281665	0.000450516	TRUE
XOO2718	428	543	-0.343341401	-0.329106207	-3.541930251	0.00039721	0.001285244	0.000451774	TRUE
XOO0248	47	19	1.306661338	1.320896533	3.539130898	0.000401447	0.001297903	0.000456223	TRUE
XOO1180	59	27	1.127755547	1.141990742	3.536161654	0.000405986	0.001311522	0.000461011	TRUE
XOO2013	461	580	-0.33128615	-0.317050955	-3.533918265	0.000409448	0.001321639	0.000464567	TRUE
XOO1845	439	555	-0.338266832	-0.324031637	-3.528747131	0.000417532	0.00134665	0.000473358	TRUE
XOO0468	689	834	-0.275543401	-0.261308206	-3.526627024	0.000420889	0.001356387	0.000476781	TRUE
XOO3940	232	164	0.500428991	0.514664185	3.523157996	0.000426437	0.001373162	0.000482677	TRUE
XOO3736	80	42	0.929610672	0.943845867	3.522107455	0.000428131	0.001377508	0.000484205	TRUE
XOO2539	52	95	-0.86941589	-0.855180696	-3.514043188	0.000441341	0.001418874	0.000498746	TRUE
XOO4148	16	2	3	3.014235195	3.513808491	0.000441731	0.001418991	0.000498787	TRUE
XOO3868	7	27	-1.94753258	-1.933297385	-3.513403858	0.000442404	0.001420016	0.000499147	TRUE
XOO4286	92	51	0.851136614	0.865371809	3.510424215	0.000447392	0.001434877	0.000504371	TRUE
XOO0461	255	184	0.470791481	0.485026675	3.498901183	0.00046718	0.001497141	0.000526257	TRUE
XOO0782	330	430	-0.381870635	-0.367635441	-3.497433455	0.000469758	0.001504201	0.000528739	TRUE
XOO0484	321	241	0.413540151	0.427775346	3.496847081	0.000470792	0.001506308	0.000529479	TRUE
XOO1290	537	433	0.310555063	0.324790258	3.495920752	0.000472429	0.001510341	0.000530897	TRUE
XOO2277	250	180	0.473931188	0.488166383	3.484955775	0.000492218	0.001572353	0.000552695	TRUE
XOO3694	375	481	-0.359146298	-0.344911104	-3.484100966	0.000493793	0.001576128	0.000554022	TRUE
XOO1031	159	104	0.612443237	0.626678432	3.483160221	0.000495532	0.001580419	0.00055553	TRUE
XOO2357	945	808	0.225959036	0.240194231	3.480492621	0.000500493	0.001594972	0.000560646	TRUE
XOO0576	215	296	-0.461260516	-0.447025321	-3.480113693	0.000501201	0.001595961	0.000560993	TRUE
XOO1781	342	443	-0.373310374	-0.359075179	-3.472402914	0.000515822	0.001641213	0.0005769	TRUE
XOO1670	1789	2022	-0.17662961	-0.162394415	-3.472163429	0.000516282	0.001641375	0.000576957	TRUE
XOO0693	535	432	0.308507579	0.322742774	3.468637049	0.000523106	0.001661752	0.000584119	TRUE
XOO2303	40	15	1.415037499	1.429272694	3.467109321	0.000526088	0.001669902	0.000586984	TRUE
XOO4698	384	297	0.37064338	0.384878575	3.466807466	0.000526679	0.001670456	0.000587179	TRUE
XOO0523	114	174	-0.610053482	-0.595818287	-3.465765721	0.000528724	0.001675616	0.000588992	TRUE
XOO1238	619	754	-0.284625114	-0.270389919	-3.464268233	0.000531676	0.001683641	0.000591813	TRUE
XOO3793	195	134	0.541241123	0.555476318	3.461573364	0.000537028	0.001699246	0.000597299	TRUE
XOO3047	35	12	1.544320516	1.558555711	3.45819144	0.000543815	0.001719364	0.00060437	TRUE
XOO0178	499	620	-0.3132284	-0.298993205	-3.456463796	0.000547313	0.00172906	0.000607778	TRUE
XOO1208	230	313	-0.444528796	-0.430293601	-3.454718714	0.000550867	0.001738919	0.000611244	TRUE
XOO1438	470	374	0.329622487	0.343857681	3.451121326	0.000558263	0.001760877	0.000618962	TRUE
XOO3289	77	127	-0.721898146	-0.707662951	-3.449207448	0.000562235	0.001772011	0.000622876	TRUE
XOO0238	2002	1808	0.147047296	0.161282491	3.448927619	0.000562818	0.001772455	0.000623032	TRUE
XOO4168	748	627	0.254572827	0.268808022	3.448181589	0.000564374	0.001775963	0.000624265	TRUE
XOO0299	162	107	0.598383016	0.612618211	3.44537009	0.000570278	0.001793133	0.000630301	TRUE
XOO2737	236	169	0.481763613	0.495998808	3.435625457	0.000591188	0.001857423	0.000652899	TRUE
XOO3714	183	257	-0.489924711	-0.475689516	-3.433572335	0.000595683	0.001870082	0.000657349	TRUE
XOO1897	250	181	0.465938398	0.480173592	3.432647659	0.000597718	0.001875002	0.000659078	TRUE
XOO3297	192	132	0.540568381	0.554803576	3.431081463	0.00060118	0.001884387	0.000662377	TRUE
XOO4222	341	260	0.391260116	0.405495311	3.429646487	0.000604368	0.0018929	0.00066537	TRUE
XOO4190	333	253	0.396384792	0.410619987	3.428959828	0.000605899	0.001896214	0.000666534	TRUE
XOO3884	661	799	-0.273545231	-0.259310037	-3.426609441	0.000611167	0.001911209	0.000671613	TRUE
XOO0233	211	148	0.511645823	0.525881018	3.426475356	0.000611469	0.001910663	0.000671613	TRUE
XOO1087	439	347	0.339285277	0.353520472	3.423342885	0.00061856	0.001931314	0.000678872	TRUE
XOO1366	159	228	-0.520007059	-0.505771864	-3.420681066	0.000624645	0.001948796	0.000685018	TRUE
XOO1662	336	256	0.392317423	0.406552617	3.412658912	0.000643324	0.00200551	0.000704953	TRUE
XOO1263	123	184	-0.581047451	-0.566812256	-3.407551358	0.000655486	0.002041835	0.000717278	TRUE
XOO4185	565	461	0.293484117	0.307719311	3.407507989	0.00065559	0.002040574	0.000717278	TRUE
XOO4300	337	257	0.390980232	0.405215427	3.407282172	0.000656133	0.002040679	0.000717315	TRUE
XOO0839	290	216	0.425021588	0.439256782	3.406120869	0.00065893	0.002047791	0.000719815	TRUE
XOO1631	5269	5679	-0.108107732	-0.093872537	-3.40558318	0.000660229	0.002050239	0.000720675	TRUE
XOO2732	534	433	0.302472717	0.316707912	3.404153669	0.000663694	0.002059404	0.000723897	TRUE
XOO1806	1865	2098	-0.169839047	-0.155603853	-3.392949147	0.000691445	0.002143853	0.000753582	TRUE
XOO3461	1434	1271	0.174080994	0.188316188	3.392018819	0.000693797	0.002149483	0.000755561	TRUE
XOO3602	1898	2133	-0.168403973	-0.154168779	-3.390441334	0.000697802	0.002160222	0.000759336	TRUE
XOO1044	349	268	0.380994036	0.39522923	3.387826823	0.000704487	0.002179236	0.000766019	TRUE
XOO1971	135	86	0.650550842	0.664786037	3.382281407	0.000718865	0.002221996	0.000780775	TRUE
XOO2975	173	117	0.564263508	0.578498703	3.382067863	0.000719424	0.00222201	0.000780775	TRUE
XOO3154	108	165	-0.611434712	-0.597199517	-3.381954538	0.000719721	0.002221216	0.000780775	TRUE
XOO2757	81	131	-0.693572999	-0.679337804	-3.379437055	0.000726344	0.002239934	0.000787355	TRUE
XOO3184	439	550	-0.325210679	-0.310975484	-3.378909533	0.00072774	0.002242512	0.000788261	TRUE
XOO1919	273	361	-0.403097886	-0.388862691	-3.377118758	0.000732494	0.002255429	0.000792802	TRUE
XOO0800	442	351	0.332575339	0.346810534	3.373744447	0.000741532	0.002281505	0.000801967	TRUE
XOO2550	6	24	-2	-1.985764805	-3.371570793	0.000747408	0.002297822	0.000807703	TRUE
XOO3068	205	144	0.509555098	0.523790293	3.365195541	0.000764894	0.002349779	0.000825966	TRUE
XOO4131	114	172	-0.593374741	-0.579139546	-3.359025833	0.000782178	0.002401034	0.000843983	TRUE
XOO3808	29	9	1.688055994	1.702291188	3.353575488	0.000797747	0.002446952	0.000860123	TRUE
XOO2812	551	450	0.292127317	0.306362512	3.35097098	0.000805287	0.002468194	0.00086759	TRUE
XOO3081	410	323	0.344089745	0.358324939	3.35049772	0.000806665	0.002470526	0.00086841	TRUE
XOO1847	108	65	0.732519689	0.746754884	3.35027654	0.000807309	0.002470613	0.00086844	TRUE
XOO1892	87	138	-0.665580961	-0.651345766	-3.341804864	0.000832356	0.002545319	0.0008947	TRUE
XOO0049	555	454	0.289795474	0.304030669	3.338865079	0.000841214	0.002570448	0.000903533	TRUE
XOO3870	280	368	-0.394278939	-0.380043744	-3.337475474	0.000845432	0.002581368	0.000907372	TRUE
XOO3255	395	310	0.349584438	0.363819632	3.335881816	0.000850293	0.002594235	0.000911895	TRUE
XOO0694	435	544	-0.322591251	-0.308356056	-3.333633293	0.000857196	0.002613307	0.000918598	TRUE
XOO0073	336	432	-0.362570079	-0.348334885	-3.332648284	0.000860236	0.002620583	0.000921156	TRUE
XOO3147	63	107	-0.764187063	-0.749951868	-3.330678207	0.000866347	0.002637194	0.000926995	TRUE
XOO1480	45	83	-0.883186335	-0.86895114	-3.32954515	0.00086988	0.002645939	0.000930069	TRUE
XOO0552	295	222	0.410155278	0.424390473	3.327655542	0.000875801	0.00266193	0.00093569	TRUE
XOO1147	57	99	-0.796466606	-0.782231411	-3.323001466	0.000890544	0.002704691	0.000950596	TRUE
XOO0746	398	313	0.346605774	0.360840968	3.322826821	0.000891102	0.002704337	0.000950596	TRUE
XOO4887	140	203	-0.5360529	-0.521817706	-3.320843427	0.000897459	0.002721567	0.000956653	TRUE
XOO2341	37	14	1.402098444	1.416333638	3.311788002	0.000927018	0.002809081	0.000987415	TRUE
XOO0162	101	60	0.751320887	0.765556082	3.310648744	0.0009308	0.002818411	0.000990694	TRUE
XOO3191	71	117	-0.7206176	-0.706382405	-3.305367019	0.000948521	0.002869903	0.001008794	TRUE
XOO3536	384	301	0.351342824	0.365578019	3.303989928	0.000953193	0.002881862	0.001012998	TRUE
XOO1627	68	113	-0.732716121	-0.718480927	-3.29708869	0.000976926	0.002951393	0.001036673	TRUE
XOO1635	470	582	-0.308358396	-0.294123202	-3.29708443	0.000976941	0.002949215	0.001036673	TRUE
XOO2048	1693	1522	0.153613614	0.167848809	3.296848084	0.000977764	0.002949477	0.001036765	TRUE
XOO4259	136	88	0.628031223	0.642266417	3.292611616	0.000992615	0.002992025	0.001051721	TRUE
XOO0913	480	593	-0.304997699	-0.290762504	-3.291990767	0.000994809	0.002996385	0.001053254	TRUE
XOO1970	234	170	0.460973783	0.475208978	3.289472942	0.001003752	0.003021053	0.001061924	FALSE
XOO0183	120	178	-0.568842835	-0.554607641	-3.286308564	0.001015097	0.003052908	0.001073122	FALSE
XOO4095	83	132	-0.669354688	-0.655119493	-3.28513432	0.001019338	0.003063362	0.001076796	FALSE
XOO4192	107	65	0.719099173	0.733334368	3.282423438	0.001029189	0.003090652	0.001086389	FALSE
XOO3899	139	201	-0.532110618	-0.517875424	-3.281719802	0.001031761	0.003096055	0.001088288	FALSE
XOO1407	130	190	-0.547487795	-0.533252601	-3.276650211	0.001050464	0.003149821	0.001107188	FALSE
XOO0228	222	160	0.472487771	0.486722966	3.275102398	0.001056237	0.003164763	0.001112102	FALSE
XOO1874	243	178	0.449079073	0.463314267	3.274977034	0.001056706	0.003163804	0.001112102	FALSE
XOO4451	1004	1167	-0.217045292	-0.202810097	-3.270928275	0.001071951	0.003207053	0.001127305	FALSE
XOO3350	461	571	-0.308723995	-0.2944888	-3.269625384	0.0010769	0.003219457	0.00113093	FALSE
XOO3149	126	185	-0.554101537	-0.539866342	-3.269598338	0.001077003	0.003217366	0.00113093	FALSE
XOO0082	84	133	-0.662965013	-0.648729818	-3.269010074	0.001079245	0.003221662	0.00113244	FALSE
XOO4484	440	352	0.321928095	0.33616329	3.268787252	0.001080095	0.003221801	0.001132489	FALSE
XOO2667	35	13	1.428843299	1.443078493	3.266684813	0.001088148	0.003243408	0.001140084	FALSE
XOO4049	381	481	-0.336245896	-0.322010702	-3.265709114	0.001091904	0.003252185	0.001143169	FALSE
XOO0086	235	314	-0.418103802	-0.403868608	-3.262642153	0.001103788	0.003285142	0.001154754	FALSE
XOO3052	30	10	1.584962501	1.599197695	3.26209534	0.001105919	0.003289044	0.001156125	FALSE
XOO2410	1346	1535	-0.189560246	-0.175325051	-3.25862722	0.001119527	0.003327044	0.001169483	FALSE
XOO0240	276	207	0.415037499	0.429272694	3.252977533	0.001142025	0.003391392	0.001192102	FALSE
XOO1126	45	82	-0.865698908	-0.851463714	-3.252667068	0.001143274	0.003392586	0.001192521	FALSE
XOO2494	74	120	-0.69743723	-0.683202035	-3.250658511	0.001151381	0.003414116	0.001200089	FALSE
XOO0010	3755	4081	-0.120109803	-0.105874608	-3.248569645	0.001159868	0.003436742	0.001208042	FALSE
XOO3049	38	15	1.341036918	1.355272112	3.245710673	0.001171578	0.003468876	0.001218861	FALSE
XOO3980	212	152	0.479992941	0.494228136	3.245611822	0.001171985	0.003467519	0.001218861	FALSE
XOO3642	726	614	0.241730893	0.255966087	3.242001643	0.001186933	0.003509156	0.001232935	FALSE
XOO2074	185	255	-0.462971976	-0.448736782	-3.241501556	0.001189018	0.003510142	0.001232935	FALSE
XOO2198	185	255	-0.462971976	-0.448736782	-3.241501556	0.001189018	0.003510142	0.001232935	FALSE
XOO3310	185	255	-0.462971976	-0.448736782	-3.241501556	0.001189018	0.003510142	0.001232935	FALSE
XOO3869	1054	920	0.196169101	0.210404295	3.236577046	0.001209726	0.003566022	0.001253486	FALSE
XOO3949	105	64	0.714245518	0.728480712	3.232798011	0.001225842	0.003610875	0.001268507	FALSE
XOO3600	397	498	-0.327006735	-0.31277154	-3.232755795	0.001226023	0.003608757	0.001268507	FALSE
XOO3482	2753	2544	0.113905939	0.128141134	3.232189622	0.001228455	0.003613262	0.001270091	FALSE
XOO0348	75	41	0.871266686	0.88550188	3.231969962	0.0012294	0.00361339	0.001270136	FALSE
XOO4285	44	19	1.211504105	1.2257393	3.230461583	0.001235905	0.003629849	0.001275138	FALSE
XOO3660	58	99	-0.771375625	-0.75714043	-3.230427838	0.001236051	0.00362762	0.001275138	FALSE
XOO3731	65	108	-0.732519689	-0.718284495	-3.222545635	0.001270569	0.003726198	0.001309789	FALSE
XOO3467	217	292	-0.428273326	-0.414038132	-3.219806095	0.001282773	0.003759238	0.001321403	FALSE
XOO2973	126	81	0.637429921	0.651665115	3.210389608	0.001325552	0.003881765	0.001364472	FALSE
XOO4015	453	560	-0.305915777	-0.291680582	-3.208658132	0.00133356	0.003902365	0.001371713	FALSE
XOO2173	428	532	-0.313815449	-0.299580254	-3.207707525	0.001337975	0.00391243	0.001375251	FALSE
XOO2979	20	46	-1.201633861	-1.187398667	-3.205224859	0.00134957	0.003943459	0.001386158	FALSE
XOO1608	10	30	-1.584962501	-1.570727306	-3.204020517	0.001355228	0.003957108	0.001390956	FALSE
XOO2066	7911	8400	-0.086529256	-0.072294061	-3.202948768	0.001360282	0.003968974	0.001395126	FALSE
XOO3011	61	31	0.976541027	0.990776222	3.20231657	0.001363271	0.003974802	0.001397175	FALSE
XOO3229	5840	5555	0.072181457	0.086416652	3.199179486	0.001378193	0.00401539	0.001411442	FALSE
XOO3279	272	355	-0.384212373	-0.369977179	-3.19673507	0.001389925	0.00404663	0.001422423	FALSE
XOO4469	345	269	0.358990189	0.373225384	3.192978788	0.001408133	0.004096665	0.001439933	FALSE
XOO3112	941	1095	-0.218664242	-0.204429047	-3.192784922	0.001409079	0.004096444	0.001439933	FALSE
XOO1826	149	100	0.575312331	0.589547525	3.192537967	0.001410284	0.004096977	0.001440121	FALSE
XOO0460	778	664	0.228586914	0.242822108	3.191044563	0.001417594	0.004115232	0.001446537	FALSE
XOO0464	192	136	0.497499659	0.511734854	3.18843941	0.00143043	0.004149489	0.001458579	FALSE
XOO4007	459	566	-0.302307899	-0.288072705	-3.187895936	0.001433121	0.004154289	0.001460266	FALSE
XOO1006	412	329	0.324556753	0.338791948	3.186341491	0.001440844	0.004173659	0.001467075	FALSE
XOO2955	144	96	0.584962501	0.599197695	3.184556583	0.00144976	0.004196452	0.001475087	FALSE
XOO3365	102	154	-0.594361199	-0.580126004	-3.183269748	0.001456219	0.004212108	0.00148059	FALSE
XOO3766	227	166	0.451509056	0.465744251	3.180578686	0.001469812	0.004248361	0.001493333	FALSE
XOO2468	90	139	-0.627087976	-0.612852782	-3.176804855	0.001489072	0.004300929	0.001511811	FALSE
XOO3296	1082	949	0.189220507	0.203455701	3.174821021	0.001499289	0.004327323	0.001521089	FALSE
XOO4527	926	803	0.205612206	0.2198474	3.164605698	0.001552932	0.004478925	0.001574378	FALSE
XOO0496	752	888	-0.239827015	-0.22559182	-3.16114841	0.001571484	0.004529173	0.001592041	FALSE
XOO4306	738	628	0.232856257	0.247091452	3.160218349	0.001576509	0.004540393	0.001595894	FALSE
XOO0350	1059	928	0.190505879	0.204741073	3.160025663	0.001577552	0.004540135	0.001595894	FALSE
YXOOp08	322	411	-0.352077706	-0.337842511	-3.158452922	0.001586089	0.004561429	0.001603263	FALSE
XOO2399	300	230	0.38332864	0.397563834	3.158264907	0.001587113	0.0045611	0.001603263	FALSE
XOO1739	597	498	0.261585189	0.275820384	3.156997449	0.001594027	0.00457769	0.001609095	FALSE
XOO3854	444	548	-0.303616217	-0.289381022	-3.150319885	0.001630918	0.004680279	0.001645156	FALSE
XOO1282	319	247	0.369045382	0.383280577	3.147525454	0.001646588	0.004721867	0.001659774	FALSE
XOO3603	594	714	-0.265461143	-0.251225949	-3.142600627	0.001674541	0.004798597	0.001686745	FALSE
XOO2750	22	6	1.874469118	1.888704313	3.137771209	0.001702377	0.004874878	0.001713559	FALSE
XOO0778	636	760	-0.256972653	-0.242737458	-3.137333905	0.001704918	0.004878671	0.001714892	FALSE
XOO2272	440	543	-0.303448674	-0.28921348	-3.13418845	0.001723301	0.004927757	0.001729511	FALSE
XOO2008	16	3	2.415037499	2.429272694	3.134008094	0.001724361	0.004923763	0.001729511	FALSE
XOO2422	16	3	2.415037499	2.429272694	3.134008094	0.001724361	0.004923763	0.001729511	FALSE
XOO4045	16	3	2.415037499	2.429272694	3.134008094	0.001724361	0.004923763	0.001729511	FALSE
XOO3272	822	963	-0.228397404	-0.21416221	-3.131379503	0.001739872	0.004960985	0.001743826	FALSE
XOO1297	671	567	0.242964031	0.257199226	3.131103677	0.001741507	0.004962118	0.001744225	FALSE
XOO4355	4420	4765	-0.108429845	-0.09419465	-3.129649409	0.00175015	0.004983205	0.001751637	FALSE
XOO3077	40	17	1.234465254	1.248700448	3.125361229	0.001775868	0.005052843	0.001776115	FALSE
XOO1181	20	5	2	2.014235195	3.12193536	0.001796664	0.005108387	0.001795035	FALSE
XOO2819	172	237	-0.462478494	-0.4482433	-3.121825641	0.001797334	0.005106669	0.001795035	FALSE
XOO3182	1287	1464	-0.1859035	-0.171668305	-3.1179443	0.001821172	0.005170736	0.001817555	FALSE
XOO1924	1406	1259	0.159318311	0.173553506	3.103357879	0.001913381	0.005428694	0.00190823	FALSE
XOO2221	255	333	-0.38502493	-0.370789736	-3.102451503	0.00191925	0.005441494	0.001912729	FALSE
XOO1046	476	582	-0.29005758	-0.275822385	-3.101757016	0.001923758	0.005450421	0.001915867	FALSE
XOO4088	169	118	0.518236387	0.532471582	3.10141929	0.001925954	0.005452788	0.001916699	FALSE
XOO0023	32	12	1.415037499	1.429272694	3.10107468	0.001928197	0.005455286	0.001917572	FALSE
XOO1815	736	868	-0.237989276	-0.223754082	-3.100866551	0.001929552	0.005455272	0.001917572	FALSE
XOO3601	242	318	-0.394019718	-0.379784523	-3.100474832	0.001932106	0.005458643	0.001918757	FALSE
XOO0220	608	510	0.253574077	0.267809271	3.097716864	0.001950177	0.005505815	0.001935339	FALSE
XOO3866	118	172	-0.543621705	-0.529386511	-3.097044414	0.001954606	0.005514437	0.001938369	FALSE
XOO0466	449	365	0.298818981	0.313054176	3.087397429	0.002019174	0.005692595	0.002000568	FALSE
XOO1867	428	346	0.306838759	0.321073953	3.087251687	0.002020165	0.005691385	0.002000568	FALSE
XOO1138	350	276	0.342686655	0.35692185	3.084251721	0.002040649	0.005745056	0.002019434	FALSE
XOO3795	47	22	1.095157233	1.109392428	3.083404016	0.002046471	0.005755386	0.002022355	FALSE
XOO4454	47	22	1.095157233	1.109392428	3.083404016	0.002046471	0.005755386	0.002022355	FALSE
XOO3845	81	47	0.785261151	0.799496346	3.078074579	0.002083428	0.005853162	0.002057434	FALSE
XOO4604	104	65	0.678071905	0.6923071	3.076831186	0.002092137	0.005873515	0.002064588	FALSE
XOO4482	581	486	0.25758185	0.271817044	3.071325736	0.002131105	0.005978727	0.002101571	FALSE
XOO2746	173	237	-0.454115021	-0.439879827	-3.068021033	0.002154815	0.006041015	0.002123466	FALSE
XOO2359	179	127	0.49513109	0.509366285	3.065609609	0.002172267	0.006085688	0.002139169	FALSE
XOO0235	160	111	0.527512229	0.541747423	3.065342262	0.00217421	0.006086878	0.002139587	FALSE
XOO0640	94	142	-0.595158268	-0.580923073	-3.060504012	0.002209648	0.006181772	0.002172943	FALSE
XOO1252	469	384	0.288481612	0.302716806	3.056694246	0.002237924	0.006256512	0.002199215	FALSE
XOO2297	376	300	0.325770161	0.340005356	3.054196586	0.002256642	0.006304443	0.002216063	FALSE
XOO0699	138	93	0.569365646	0.58360084	3.044574147	0.0023301	0.006505133	0.002286607	FALSE
XOO2168	331	260	0.348319594	0.362554788	3.043724198	0.002336693	0.006518998	0.002291481	FALSE
XOO2945	372	464	-0.318822184	-0.304586989	-3.043094748	0.002341586	0.006528107	0.002294682	FALSE
XOO4367	975	854	0.191166149	0.205401344	3.041505849	0.00235398	0.0065581	0.002305225	FALSE
XOO4707	128	183	-0.515699838	-0.501464644	-3.040732312	0.002360035	0.006570404	0.00230955	FALSE
XOO2068	634	754	-0.250081683	-0.235846489	-3.03983907	0.002367046	0.006585348	0.002314803	FALSE
XOO4055	57	95	-0.736965594	-0.7227304	-3.03874048	0.002375694	0.006604825	0.002321649	FALSE
XOO3464	255	193	0.4018964	0.416131594	3.037959217	0.002381862	0.006617383	0.002326064	FALSE
XOO1245	217	160	0.439623138	0.453858332	3.036616268	0.002392498	0.00664233	0.00233468	FALSE
XOO0186	469	572	-0.286427224	-0.27219203	-3.03642725	0.002393999	0.006641897	0.00233468	FALSE
XOO4032	913	796	0.197846429	0.212081624	3.035393715	0.002402219	0.006660093	0.002341077	FALSE
XOO2947	155	215	-0.472068444	-0.45783325	-3.03196586	0.002429667	0.006731537	0.00236619	FALSE
XOO0589	176	125	0.493647334	0.507882529	3.031735131	0.002431525	0.006732032	0.002366364	FALSE
XOO3417	649	550	0.23878686	0.253022054	3.031519864	0.002433259	0.006732185	0.002366417	FALSE
XOO2956	257	195	0.398294235	0.41252943	3.025337792	0.002483556	0.006866604	0.002413667	FALSE
